model_alias,model_id,experiment_id,run_id,task_direction,corpus_config,doc_template,query_instruction_variant_original,query_instruction_group,query_instruction_text,doc_prefix,summary_generator,summary_model_id,summary_prompt_variant,eval_n,old_mrr_at_10,old_r_at_1,old_r_at_5,old_r_at_10,artifact_available,artifact_depth,can_recalculate_from_artifact,needs_model_rerun,notes,source_file
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_05,2026-03-28_20-29-02__8B__moral_focused,moral_to_fable,raw,{fable},moral_focused,qwen_custom,"Instruct: Given a moral principle or life lesson, retrieve the fable or parable that teaches this exact lesson through its characters, conflict, and resolution. Focus on the underlying meaning, not surface-level details like character names or settings.\nQuery:",,,,,709,0.126956,0.067701,0.174894,0.232722,top10_predictions,10,partial_top10_only,yes_for_full_metrics,Qwen custom instruction steering; prompt_repeat=1.,experiments/05_qwen3_embedding/results/2026-03-28_20-29-02/results.json
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_05,2026-03-29_09-16-46__8B__summarize_match,moral_to_fable,raw,{fable},summarize_match,qwen_custom,"Instruct: Given a moral lesson, retrieve the fable whose core message matches this moral\nQuery:",,,,,709,0.110949,0.057828,0.148096,0.208745,top10_predictions,10,partial_top10_only,yes_for_full_metrics,Qwen custom instruction steering; prompt_repeat=1.,experiments/05_qwen3_embedding/results/2026-03-29_09-16-46/results.json
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_05,2026-03-29_09-16-46__8B__summary_retrieval,moral_to_fable,raw,{fable},summary_retrieval,qwen_custom,"Instruct: Given a moral, retrieve the fable whose summary best matches this moral\nQuery:",,,,,709,0.130029,0.067701,0.179126,0.245416,top10_predictions,10,partial_top10_only,yes_for_full_metrics,Qwen custom instruction steering; prompt_repeat=1.,experiments/05_qwen3_embedding/results/2026-03-29_09-16-46/results.json
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_11,Qwen3-Embedding-8B,moral_to_fable,fable_plus_summary,{fable}\n\nMoral summary: {summary},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini/Gemma summary field,,existing_summary_field,709,0.263596,0.169252,0.358251,0.452750,full_embeddings,709,yes,no,Fable+summary zero-shot embedding baseline.,experiments/11_embedding_baselines/results/2026-04-27_15-51-52_BGE-en-ICL_Qwen3-Embedding-8B.json
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_12,Qwen3-Embedding-8B__fable_abstract__default,moral_to_fable,fable_abstract,{fable}\n\nMoral summary: {conceptual_abstract},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini,,conceptual_abstract,709,0.271328,0.169252,0.379408,0.466855,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_12,Qwen3-Embedding-8B__fable_abstract__generic,moral_to_fable,fable_abstract,{fable}\n\nMoral summary: {conceptual_abstract},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,Gemini,,conceptual_abstract,709,0.346068,0.234133,0.472496,0.552891,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_12,Qwen3-Embedding-8B__fable_cot__default,moral_to_fable,fable_cot,{fable}\n\nMoral summary: {cot_proverb},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini,,cot_proverb,709,0.263275,0.169252,0.356841,0.449929,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_12,Qwen3-Embedding-8B__fable_cot__generic,moral_to_fable,fable_cot,{fable}\n\nMoral summary: {cot_proverb},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,Gemini,,cot_proverb,709,0.328267,0.215797,0.449929,0.544429,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_12,Qwen3-Embedding-8B__fable_direct__default,moral_to_fable,fable_direct,{fable}\n\nMoral summary: {direct_moral},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini,,direct_moral,709,0.269123,0.172073,0.368124,0.473907,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_12,Qwen3-Embedding-8B__fable_direct__generic,moral_to_fable,fable_direct,{fable}\n\nMoral summary: {direct_moral},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,Gemini,,direct_moral,709,0.332793,0.224260,0.440056,0.544429,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_12,Qwen3-Embedding-8B__raw__default,moral_to_fable,raw,{fable},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,709,0.106328,0.052186,0.143865,0.204513,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_12,Qwen3-Embedding-8B__raw__generic,moral_to_fable,raw,{fable},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,,,,709,0.179986,0.110014,0.235543,0.325811,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_12,Qwen3-Embedding-8B__summary_fable_cot__default,moral_to_fable,summary_fable_cot,Moral summary: {cot_proverb}\n\n{fable},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini,,cot_proverb,709,0.293282,0.198872,0.386460,0.469676,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_12,Qwen3-Embedding-8B__summary_fable_cot__generic,moral_to_fable,summary_fable_cot,Moral summary: {cot_proverb}\n\n{fable},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,Gemini,,cot_proverb,709,0.362549,0.255289,0.483780,0.581100,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_12,Qwen3-Embedding-8B__summary_only_cot__default,moral_to_fable,summary_only_cot,{cot_proverb},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini,,cot_proverb,709,0.258634,0.173484,0.341326,0.423131,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_12,Qwen3-Embedding-8B__summary_only_cot__generic,moral_to_fable,summary_only_cot,{cot_proverb},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,Gemini,,cot_proverb,709,0.295644,0.201693,0.400564,0.473907,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemini__conceptual_abstract__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemini,,conceptual_abstract,709,0.346068,0.234133,0.472496,0.552891,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemini__cot_proverb__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemini,,cot_proverb,709,0.328267,0.215797,0.449929,0.544429,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemini__direct_moral__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemini,,direct_moral,709,0.332793,0.224260,0.440056,0.544429,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemini__proverb__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemini,,proverb,709,0.316358,0.204513,0.431594,0.533145,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-26B-A4B__conceptual_abstract__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-26B-A4B,,conceptual_abstract,709,0.217800,0.138223,0.287729,0.372355,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-26B-A4B__cot_proverb__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-26B-A4B,,cot_proverb,709,0.217800,0.138223,0.287729,0.372355,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-26B-A4B__direct_moral__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-26B-A4B,,direct_moral,709,0.217800,0.138223,0.287729,0.372355,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-26B-A4B__proverb__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-26B-A4B,,proverb,709,0.217800,0.138223,0.287729,0.372355,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-26B-A4B__thinking_cot_proverb__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-26B-A4B,,thinking_cot_proverb,709,0.217800,0.138223,0.287729,0.372355,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-26B-A4B__thinking_direct_moral__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-26B-A4B,,thinking_direct_moral,709,0.217800,0.138223,0.287729,0.372355,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-31B__conceptual_abstract__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-31B,,conceptual_abstract,709,0.303532,0.198872,0.418900,0.503526,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-31B__cot_proverb__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-31B,,cot_proverb,709,0.276005,0.179126,0.375176,0.478138,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-31B__direct_moral__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-31B,,direct_moral,709,0.297223,0.204513,0.389281,0.489422,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-31B__proverb__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-31B,,proverb,709,0.271697,0.173484,0.376587,0.480959,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-31B__thinking_cot_proverb__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-31B,,thinking_cot_proverb,709,0.217800,0.138223,0.287729,0.372355,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-31B__thinking_direct_moral__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-31B,,thinking_direct_moral,709,0.217800,0.138223,0.287729,0.372355,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E2B__conceptual_abstract__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E2B,,conceptual_abstract,709,0.221103,0.131171,0.310296,0.399154,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E2B__cot_proverb__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E2B,,cot_proverb,709,0.213127,0.126939,0.287729,0.397743,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E2B__direct_moral__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E2B,,direct_moral,709,0.225415,0.139633,0.311707,0.399154,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E2B__proverb__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E2B,,proverb,709,0.212658,0.121298,0.304654,0.389281,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E2B__thinking_cot_proverb__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E2B,,thinking_cot_proverb,709,0.246817,0.152327,0.339915,0.430183,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E2B__thinking_direct_moral__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E2B,,thinking_direct_moral,709,0.243525,0.152327,0.332863,0.438646,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E4B__conceptual_abstract__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E4B,,conceptual_abstract,709,0.261433,0.163611,0.346968,0.449929,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E4B__cot_proverb__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E4B,,cot_proverb,709,0.253580,0.155148,0.346968,0.434415,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E4B__direct_moral__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E4B,,direct_moral,709,0.250965,0.163611,0.328632,0.440056,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E4B__proverb__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E4B,,proverb,709,0.225675,0.142454,0.304654,0.400564,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E4B__thinking_cot_proverb__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E4B,,thinking_cot_proverb,709,0.248547,0.152327,0.344147,0.442877,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E4B__thinking_direct_moral__fable_summary,moral_to_fable,fable_summary,{fable}\n\nMoral summary: {generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E4B,,thinking_direct_moral,709,0.296306,0.201693,0.396333,0.475317,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemini__conceptual_abstract__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemini,,conceptual_abstract,709,0.350463,0.242595,0.464034,0.554302,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemini__cot_proverb__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemini,,cot_proverb,709,0.295644,0.201693,0.400564,0.473907,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemini__direct_moral__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemini,,direct_moral,709,0.337420,0.234133,0.452750,0.543018,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemini__proverb__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemini,,proverb,709,0.270838,0.177715,0.372355,0.451340,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-26B-A4B__conceptual_abstract__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-26B-A4B,,conceptual_abstract,709,0.010028,0.001410,0.007052,0.014104,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-26B-A4B__cot_proverb__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-26B-A4B,,cot_proverb,709,0.010028,0.001410,0.007052,0.014104,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-26B-A4B__direct_moral__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-26B-A4B,,direct_moral,709,0.010028,0.001410,0.007052,0.014104,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-26B-A4B__proverb__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-26B-A4B,,proverb,709,0.010028,0.001410,0.007052,0.014104,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-26B-A4B__thinking_cot_proverb__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-26B-A4B,,thinking_cot_proverb,709,0.010028,0.001410,0.007052,0.014104,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-26B-A4B__thinking_direct_moral__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-26B-A4B,,thinking_direct_moral,709,0.010028,0.001410,0.007052,0.014104,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
