status,scope,experiment_id,experiment_name,run_id,run_date,result_level,task_direction,retrieval_backend,retrieval_model,retrieval_model_id,generator_model,generator_model_id,training_data,n_train,train_doc_mode,eval_doc_mode,corpus_config,corpus_type,instruction_variant,prompt_variant,folds,eval_n,MRR@10,R@1,R@5,R@10,NDCG@10,Mean_Rank,Median_Rank,R@50,NDCG@50,notes,source_file
completed,MORABLES,exp_05,Qwen3 embedding instruction steering,8B__moral_focused,2026-03-28 19:45:55,full_709,moral_to_fable,embedding,8B,Qwen/Qwen3-Embedding-8B,,,,,,raw,raw,,moral_focused,,,5,0.26637,0.2,0.4,0.4,0.286135,31.8,22,0.8,0.367929,prompt_repeat=; embedding_dim=4096,experiments/05_qwen3_embedding/results/2026-03-28_19-45-55/results.json
incomplete_no_results_file,MORABLES,exp_05,Qwen3 embedding instruction steering,2026-03-28_20-00-39,2026-03-28 20:00:39,metadata_only,moral_to_fable,embedding,8B,Qwen/Qwen3-Embedding-8B,,,,,,raw,raw,,,,,,,,,,,,,,,metadata exists but results.json is missing,experiments/05_qwen3_embedding/results/2026-03-28_20-00-39/metadata.json
completed,MORABLES,exp_05,Qwen3 embedding instruction steering,8B__abstract,2026-03-28 20:29:02,full_709,moral_to_fable,embedding,8B,Qwen/Qwen3-Embedding-8B,,,,,,raw,raw,,abstract,,,709,0.104555,0.055007,0.141044,0.19464,0.115499,157.57969,86,0.389281,0.158512,prompt_repeat=; embedding_dim=4096,experiments/05_qwen3_embedding/results/2026-03-28_20-29-02/results.json
completed,MORABLES,exp_05,Qwen3 embedding instruction steering,8B__analytical,2026-03-28 20:29:02,full_709,moral_to_fable,embedding,8B,Qwen/Qwen3-Embedding-8B,,,,,,raw,raw,,analytical,,,709,0.11003,0.053597,0.150917,0.205924,0.122353,154.660085,84,0.404795,0.166444,prompt_repeat=; embedding_dim=4096,experiments/05_qwen3_embedding/results/2026-03-28_20-29-02/results.json
completed,MORABLES,exp_05,Qwen3 embedding instruction steering,8B__baseline,2026-03-28 20:29:02,full_709,moral_to_fable,embedding,8B,Qwen/Qwen3-Embedding-8B,,,,,,raw,raw,,baseline,,,709,0.183359,0.110014,0.252468,0.327221,0.205794,101.431594,32,0.588152,0.262712,prompt_repeat=; embedding_dim=4096,experiments/05_qwen3_embedding/results/2026-03-28_20-29-02/results.json
completed,MORABLES,exp_05,Qwen3 embedding instruction steering,8B__moral_focused,2026-03-28 20:29:02,full_709,moral_to_fable,embedding,8B,Qwen/Qwen3-Embedding-8B,,,,,,raw,raw,,moral_focused,,,709,0.126956,0.067701,0.174894,0.232722,0.141519,141.337094,67,0.444288,0.188036,prompt_repeat=; embedding_dim=4096,experiments/05_qwen3_embedding/results/2026-03-28_20-29-02/results.json
completed,MORABLES,exp_05,Qwen3 embedding instruction steering,8B__cot_style,2026-03-29 09:16:46,full_709,moral_to_fable,embedding,8B,Qwen/Qwen3-Embedding-8B,,,,,,raw,raw,,cot_style,,,709,0.161661,0.088858,0.221439,0.301834,0.1842,112.583921,43,0.535966,0.234722,prompt_repeat=; embedding_dim=4096,experiments/05_qwen3_embedding/results/2026-03-29_09-16-46/results.json
completed,MORABLES,exp_05,Qwen3 embedding instruction steering,8B__summarize_match,2026-03-29 09:16:46,full_709,moral_to_fable,embedding,8B,Qwen/Qwen3-Embedding-8B,,,,,,raw,raw,,summarize_match,,,709,0.110949,0.057828,0.148096,0.208745,0.12386,155.888575,83,0.417489,0.169113,prompt_repeat=; embedding_dim=4096,experiments/05_qwen3_embedding/results/2026-03-29_09-16-46/results.json
completed,MORABLES,exp_05,Qwen3 embedding instruction steering,8B__summary_retrieval,2026-03-29 09:16:46,full_709,moral_to_fable,embedding,8B,Qwen/Qwen3-Embedding-8B,,,,,,raw,raw,,summary_retrieval,,,709,0.130029,0.067701,0.179126,0.245416,0.146899,138.602257,64,0.472496,0.196046,prompt_repeat=; embedding_dim=4096,experiments/05_qwen3_embedding/results/2026-03-29_09-16-46/results.json
completed,MORABLES,exp_05,Qwen3 embedding instruction steering,8B__baseline_x2,2026-03-29 10:16:44,full_709,moral_to_fable,embedding,8B,Qwen/Qwen3-Embedding-8B,,,,,,raw,raw,,baseline_x2,,,709,0.180434,0.105783,0.248237,0.327221,0.203022,97.708039,31,0.588152,0.260692,prompt_repeat=2; embedding_dim=4096,experiments/05_qwen3_embedding/results/2026-03-29_10-16-44/results.json
completed,MORABLES,exp_05,Qwen3 embedding instruction steering,8B__baseline_x3,2026-03-29 10:16:44,full_709,moral_to_fable,embedding,8B,Qwen/Qwen3-Embedding-8B,,,,,,raw,raw,,baseline_x3,,,709,0.183497,0.107193,0.252468,0.325811,0.204793,97.331453,32,0.595205,0.264586,prompt_repeat=3; embedding_dim=4096,experiments/05_qwen3_embedding/results/2026-03-29_10-16-44/results.json
completed,MORABLES,exp_06,Sentence-level chunking,full_fable (baseline),2026-03-29 11:23:18,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,full_fable (baseline),none,none,,,,709,0.210483,0.141044,0.282087,0.363893,0.237688,111.196051,36,0.558533,0.279527,"Full fable text, single embedding per fable; n_chunks=709; avg_chunks_per_fable=1",experiments/06_sentence_chunking/results/2026-03-29_11-23-18/results.json
completed,MORABLES,exp_06,Sentence-level chunking,last_1__max,2026-03-29 11:23:18,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,last_1__max,last_1,max,,,,709,0.130403,0.077574,0.174894,0.220028,0.144283,209.461213,112,0.359661,0.174654,Last sentence only; n_chunks=709; avg_chunks_per_fable=1,experiments/06_sentence_chunking/results/2026-03-29_11-23-18/results.json
completed,MORABLES,exp_06,Sentence-level chunking,last_3__max,2026-03-29 11:23:18,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,last_3__max,last_3,max,,,,709,0.14445,0.083216,0.19464,0.253879,0.161474,160.651622,73,0.448519,0.203196,"Last 3 sentences, take max; n_chunks=2019; avg_chunks_per_fable=2.8",experiments/06_sentence_chunking/results/2026-03-29_11-23-18/results.json
completed,MORABLES,exp_06,Sentence-level chunking,last_5__max,2026-03-29 11:23:18,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,last_5__max,last_5,max,,,,709,0.154375,0.090268,0.203103,0.275035,0.174139,150.045134,66,0.464034,0.214434,"Last 5 sentences, take max; n_chunks=2808; avg_chunks_per_fable=4",experiments/06_sentence_chunking/results/2026-03-29_11-23-18/results.json
completed,MORABLES,exp_06,Sentence-level chunking,sentence__max,2026-03-29 11:23:18,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,sentence__max,sentence,max,,,,709,0.150873,0.084626,0.203103,0.273625,0.17085,145.596615,64,0.464034,0.21167,"Each sentence, take max; n_chunks=3574; avg_chunks_per_fable=5",experiments/06_sentence_chunking/results/2026-03-29_11-23-18/results.json
completed,MORABLES,exp_06,Sentence-level chunking,sentence__top_3_mean,2026-03-29 11:23:18,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,sentence__top_3_mean,sentence,top_3_mean,,,,709,0.108479,0.06347,0.142454,0.197461,0.119651,169.916784,96,0.399154,0.162898,"Each sentence, mean of top-3; n_chunks=3574; avg_chunks_per_fable=5",experiments/06_sentence_chunking/results/2026-03-29_11-23-18/results.json
completed,MORABLES,exp_06,Sentence-level chunking,sentence__weighted,2026-03-29 11:23:18,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,sentence__weighted,sentence,weighted,,,,709,0.13162,0.077574,0.174894,0.221439,0.145326,193.708039,105,0.366714,0.176824,"Each sentence, weighted toward end; n_chunks=3574; avg_chunks_per_fable=5",experiments/06_sentence_chunking/results/2026-03-29_11-23-18/results.json
completed,MORABLES,exp_06,Sentence-level chunking,sliding_3_2__max,2026-03-29 11:23:18,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,sliding_3_2__max,sliding_3_2,max,,,,709,0.180017,0.107193,0.25952,0.318759,0.203017,118.152327,39,0.535966,0.25036,"3-sentence window stride 2, max; n_chunks=1965; avg_chunks_per_fable=2.8",experiments/06_sentence_chunking/results/2026-03-29_11-23-18/results.json
completed,MORABLES,exp_07,Gemini summary oracle,baseline_raw_fable,2026-03,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,raw,raw,raw,,,,709,0.209771,0.139633,0.282087,0.363893,0.23716,111.186178,36,0.561354,0.279493,Gemini-generated golden summaries; full 709.,experiments/07_sota_summarization_oracle/results/generation_runs/full_709/retrieval_results_all_variants.json
completed,MORABLES,exp_07,Gemini summary oracle,conceptual_abstract__fable_plus_summary,2026-03,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,fable_plus_summary_undefined,conceptual_abstract__fable_plus_summary_undefined,fable_plus_summary_undefined,,conceptual_abstract,,709,0.349055,0.235543,0.469676,0.576869,0.394093,48.351199,7,0.788434,0.441214,Gemini-generated golden summaries; full 709.,experiments/07_sota_summarization_oracle/results/generation_runs/full_709/retrieval_results_all_variants.json
completed,MORABLES,exp_07,Gemini summary oracle,conceptual_abstract__summary_only,2026-03,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,summary_only_undefined,conceptual_abstract__summary_only_undefined,summary_only_undefined,,conceptual_abstract,,709,0.355457,0.265162,0.45275,0.554302,0.394509,63.764457,7,0.736248,0.434347,Gemini-generated golden summaries; full 709.,experiments/07_sota_summarization_oracle/results/generation_runs/full_709/retrieval_results_all_variants.json
completed,MORABLES,exp_07,Gemini summary oracle,cot_proverb__fable_plus_summary,2026-03,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,fable_plus_summary_undefined,cot_proverb__fable_plus_summary_undefined,fable_plus_summary_undefined,,cot_proverb,,709,0.360134,0.252468,0.471086,0.575458,0.402355,49.090268,6,0.784203,0.448531,Gemini-generated golden summaries; full 709.,experiments/07_sota_summarization_oracle/results/generation_runs/full_709/retrieval_results_all_variants.json
completed,MORABLES,exp_07,Gemini summary oracle,cot_proverb__summary_only,2026-03,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,summary_only_undefined,cot_proverb__summary_only_undefined,summary_only_undefined,,cot_proverb,,709,0.304774,0.210155,0.403385,0.492243,0.34129,87.630465,12,0.675599,0.381279,Gemini-generated golden summaries; full 709.,experiments/07_sota_summarization_oracle/results/generation_runs/full_709/retrieval_results_all_variants.json
completed,MORABLES,exp_07,Gemini summary oracle,direct_moral__fable_plus_summary,2026-03,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,fable_plus_summary_undefined,direct_moral__fable_plus_summary_undefined,fable_plus_summary_undefined,,direct_moral,,709,0.351789,0.236953,0.488011,0.575458,0.396493,49.552891,6,0.77433,0.440697,Gemini-generated golden summaries; full 709.,experiments/07_sota_summarization_oracle/results/generation_runs/full_709/retrieval_results_all_variants.json
completed,MORABLES,exp_07,Gemini summary oracle,direct_moral__summary_only,2026-03,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,summary_only_undefined,direct_moral__summary_only_undefined,summary_only_undefined,,direct_moral,,709,0.336776,0.229901,0.437236,0.554302,0.380513,70.115656,7,0.713681,0.416834,Gemini-generated golden summaries; full 709.,experiments/07_sota_summarization_oracle/results/generation_runs/full_709/retrieval_results_all_variants.json
completed,MORABLES,exp_07,Gemini summary oracle,proverb__fable_plus_summary,2026-03,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,fable_plus_summary_undefined,proverb__fable_plus_summary_undefined,fable_plus_summary_undefined,,proverb,,709,0.350828,0.239774,0.468265,0.572638,0.394891,51.260931,7,0.789845,0.442345,Gemini-generated golden summaries; full 709.,experiments/07_sota_summarization_oracle/results/generation_runs/full_709/retrieval_results_all_variants.json
completed,MORABLES,exp_07,Gemini summary oracle,proverb__summary_only,2026-03,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,summary_only_undefined,proverb__summary_only_undefined,summary_only_undefined,,proverb,,709,0.278281,0.181946,0.390691,0.461213,0.312962,87.32299,15,0.650212,0.355222,Gemini-generated golden summaries; full 709.,experiments/07_sota_summarization_oracle/results/generation_runs/full_709/retrieval_results_all_variants.json
completed_oracle,MORABLES,exp_07,Oracle upper bound,oracle__exp_07,2026-04,oracle,moral_to_fable,oracle_embedding,Linq-Embed-Mistral,,,,none,0,,fable+ground_truth_moral,fable+ground_truth_moral,,,,,0,0.893,0.827,,,,,,,,Actual annotated moral appended to fable - answer key cheat,docs/results_all_experiments.csv
completed,MORABLES,exp_08,Symmetric moral matching pilot,2026-04-02_22-56-09_sample10__A,2026-04-02 22:56:09,sample_10,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,A,A,A,,,,10,0.695833,0.5,,,,,,,,"Pilot subset only, not full 709.",experiments/08_symmetric_moral_matching/results/generation_runs/2026-04-02_22-56-09_sample10/retrieval_results.json
completed,MORABLES,exp_08,Symmetric moral matching pilot,2026-04-02_22-56-09_sample10__A_expand,2026-04-02 22:56:09,sample_10,moral_to_fable,query_expansion_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,A_expand,A_expand,A_expand,,,,10,0.714286,0.5,,,,,,,,"Pilot subset only, not full 709.",experiments/08_symmetric_moral_matching/results/generation_runs/2026-04-02_22-56-09_sample10/retrieval_results.json
completed,MORABLES,exp_08,Symmetric moral matching pilot,2026-04-02_22-56-09_sample10__B,2026-04-02 22:56:09,sample_10,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,B,B,B,,,,10,0.76,0.6,,,,,,,,"Pilot subset only, not full 709.",experiments/08_symmetric_moral_matching/results/generation_runs/2026-04-02_22-56-09_sample10/retrieval_results.json
completed,MORABLES,exp_08,Symmetric moral matching pilot,2026-04-02_22-56-09_sample10__B_expand,2026-04-02 22:56:09,sample_10,moral_to_fable,query_expansion_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,B_expand,B_expand,B_expand,,,,10,0.7,0.5,,,,,,,,"Pilot subset only, not full 709.",experiments/08_symmetric_moral_matching/results/generation_runs/2026-04-02_22-56-09_sample10/retrieval_results.json
completed,MORABLES,exp_08,Symmetric moral matching pilot,2026-04-02_22-56-09_sample10__RRF_all,2026-04-02 22:56:09,sample_10,moral_to_fable,query_expansion_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,RRF_all,RRF_all,RRF_all,,,,10,0.786667,0.7,,,,,,,,"Pilot subset only, not full 709.",experiments/08_symmetric_moral_matching/results/generation_runs/2026-04-02_22-56-09_sample10/retrieval_results.json
completed,MORABLES,exp_08,Symmetric moral matching pilot,2026-04-02_22-56-09_sample10__step0_baseline_exp07,2026-04-02 22:56:09,sample_10,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,step0_baseline_exp07,step0_baseline_exp07,step0_baseline_exp07,,,,10,0.75,0.6,0.9,1,0.811807,1.9,1,1,0.811807,"Pilot subset only, not full 709.",experiments/08_symmetric_moral_matching/results/generation_runs/2026-04-02_22-56-09_sample10/retrieval_results.json
completed,MORABLES,exp_08,Symmetric moral matching pilot,2026-04-04_16-36-52_sample50__A,2026-04-04 16:36:52,sample_50,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,A,A,A,,,,50,0.684996,0.58,,,,,,,,"Pilot subset only, not full 709.",experiments/08_symmetric_moral_matching/results/generation_runs/2026-04-04_16-36-52_sample50/retrieval_results.json
completed,MORABLES,exp_08,Symmetric moral matching pilot,2026-04-04_16-36-52_sample50__A_expand,2026-04-04 16:36:52,sample_50,moral_to_fable,query_expansion_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,A_expand,A_expand,A_expand,,,,50,0.719949,0.64,,,,,,,,"Pilot subset only, not full 709.",experiments/08_symmetric_moral_matching/results/generation_runs/2026-04-04_16-36-52_sample50/retrieval_results.json
completed,MORABLES,exp_08,Symmetric moral matching pilot,2026-04-04_16-36-52_sample50__B,2026-04-04 16:36:52,sample_50,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,B,B,B,,,,50,0.742536,0.64,,,,,,,,"Pilot subset only, not full 709.",experiments/08_symmetric_moral_matching/results/generation_runs/2026-04-04_16-36-52_sample50/retrieval_results.json
completed,MORABLES,exp_08,Symmetric moral matching pilot,2026-04-04_16-36-52_sample50__B_expand,2026-04-04 16:36:52,sample_50,moral_to_fable,query_expansion_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,B_expand,B_expand,B_expand,,,,50,0.781838,0.7,,,,,,,,"Pilot subset only, not full 709.",experiments/08_symmetric_moral_matching/results/generation_runs/2026-04-04_16-36-52_sample50/retrieval_results.json
completed,MORABLES,exp_08,Symmetric moral matching pilot,2026-04-04_16-36-52_sample50__RRF_all,2026-04-04 16:36:52,sample_50,moral_to_fable,query_expansion_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,RRF_all,RRF_all,RRF_all,,,,50,0.788722,0.68,,,,,,,,"Pilot subset only, not full 709.",experiments/08_symmetric_moral_matching/results/generation_runs/2026-04-04_16-36-52_sample50/retrieval_results.json
completed,MORABLES,exp_08,Symmetric moral matching pilot,2026-04-04_16-36-52_sample50__step0_baseline_exp07,2026-04-04 16:36:52,sample_50,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,Gemini API,,,,,step0_baseline_exp07,step0_baseline_exp07,step0_baseline_exp07,,,,50,0.724931,0.62,0.86,0.88,0.7578,3.44,1,1,0.787167,"Pilot subset only, not full 709.",experiments/08_symmetric_moral_matching/results/generation_runs/2026-04-04_16-36-52_sample50/retrieval_results.json
