similarity,tier,moral_a,fable_a_id,fable_a_title,moral_b,fable_b_id,fable_b_title
0.8629,med-high,Vanity betrays every fraud.,fable_0269,Hermes And Tiresias,Pride and vanity leads to our downfall.,fable_0629,A Cuckow and a Hawk
0.8626,med-high,Deceivers often exploit the inability of others to challenge their falsehoods.,fable_0380,"The Fox, The Monkey And His Ancestors",Those who thrive on deception often retaliate against those who speak the truth.,fable_0429,The Monkeys And The Two Men
0.8626,med-high,Be yourself and don't pretend to be someone you're not.,fable_0485,The Lion And The Horse,Don't deceive yourself.,fable_0571,The Jackdaw and The Fox
0.8622,med-high,Do not try to do impossible things.,fable_0292,The Wolves And The Hides,Do not attempt to hide things which cannot be hid.,fable_0526,The Goatherd And The Goat
0.8615,med-high,A little thing in hand is worth more than a great thing in prospect.,fable_0036,The Fisher and the Little Fish,Quality is more valuable than quantity.,fable_0377,The Sow And The Lioness
0.8613,med-high,Those who are not content with what they have may end up losing it while pursuing greater desires.,fable_0279,"The Lion, The Hare And The Deer",Greed for more can lead to losing what you already have.,fable_0332,The Jackdaw And The Doves
0.8611,med-high,It is better to serve in safety than to rule in peril.,fable_0532,The Fox And The Lion Hunting,Better to face a known danger than to trust a deceitful promise of safety.,fable_0582,The Wolf and the Sheep in the Sheepfold
0.8610,med-high,"Don't be seduced by deceptive words, they will cause nothing but trouble.",fable_0261,The Crane And The Crow,Do not believe those who have ill intentions.,fable_0291,"The Fox, The Lamb And The Dog"
0.8609,med-high,Do not try to do impossible things.,fable_0292,The Wolves And The Hides,Don't go to extremes.,fable_0559,The Gardener and His Master
0.8608,med-high,"Beware of swindlers, as they often exploit the gullibility of others.",fable_0255,The Cobbler And The King,Never trust a known deceiver.,fable_0594,"The Lion, The Fox and the Deer"
0.8607,med-high,That is how life is: we must put up with less serious losses in order to avoid worse ones.,fable_0470,The Sailors And The Stones,Better to endure a small hardship than risk a greater one.,fable_0552,The Frogs asking for a King
0.8607,med-high,Every tale is not to be believed.,fable_0537,The Thief And The Innkeeper,"It is dangerous to believe a story, and dangerous not to believe it.",fable_0539,Augustus And The Murder
0.8605,med-high,False men cannot be trusted.,fable_0473,The Shepherd And The Wolf Cub,Never trust a known deceiver.,fable_0594,"The Lion, The Fox and the Deer"
0.8602,med-high,Greed often overreaches itself.,fable_0050,The Goose With the Golden Eggs,Even those who work hard may find their material wealth undone by the greed of others.,fable_0482,The Ants And The Pigs
0.8602,med-high,People who grasp for more than they need are deprived of what they have.,fable_0235,Zeus And The Camel,Greed for more can lead to losing what you already have.,fable_0332,The Jackdaw And The Doves
0.8601,med-high,Be cautious with promises made under duress.,fable_0237,"The Cat, The Mouse And The Oath",Better to face a known danger than to trust a deceitful promise of safety.,fable_0582,The Wolf and the Sheep in the Sheepfold
0.8597,med-high,"Gratitude should be shown through kindness, not harm.",fable_0139,The Nut Tree And The People,The man who treats others well is rewarded by gratitude.,fable_0533,"The Snake, The Eagle And The Farmer"
0.8595,med-high,Even a high and mighty person should beware of his inferiors; their ingenuity can find a way to take revenge.,fable_0163,The Eagle And The Fox,"It is very unwise, even for the greatest of men, to provoke the least, as they may find a way to enact revenge.",fable_0690,An Eagle and Rabbets
0.8594,med-high,Every man for himself.,fable_0100,The Three Tradesmen,Every man should be content to mind his own business.,fable_0423,The Seagull And The Kite
0.8593,med-high,An alliance made with the high and mighty can never be trusted.,fable_0257,"The Lion, The Cow, The She-Goat And The Sheep",An alliance with the powerless is futile.,fable_0641,A League of Beasts and Fishes
0.8593,med-high,There is danger lurking in the words of a wicked person.,fable_0297,The Mother Dog And Her Puppies,The word of a wicked man can never be trusted.,fable_0531,The Wolf And The Donkey
0.8593,med-high,It is better to serve in safety than to rule in peril.,fable_0532,The Fox And The Lion Hunting,"It is better to be injured with impunity, than to put ourselves in the power of another.",fable_0548,The Horse and the Wild Boar
0.8593,med-high,Do not attempt the impossible.,fable_0183,The Frog And The Ox,Don't take on more than you can accomplish.,fable_0508,The Jackdaw And The Eagle
0.8587,med-high,Do not take credit for the accomplishments of others.,fable_0160,The Donkey Who Carried The God,Do not blame others.,fable_0468,The Rivers And The Sea
0.8586,med-high,"Don't be seduced by deceptive words, they will cause nothing but trouble.",fable_0261,The Crane And The Crow,Don't deceive yourself.,fable_0571,The Jackdaw and The Fox
0.8583,med-high,Luck often bestows the things that skill cannot obtain.,fable_0361,The Fishermen And The Tuna Fish,Fortune can occasionally bestow favours that exceed a person's hopes and expectations.,fable_0494,The Bride And The Two Grooms
0.8582,med-high,"When people plot against their neighbours, they fall victim to the same sort of plot themselves.",fable_0140,The Bird Catcher And The Viper,Someone who lays a trap for others will fall victim to it himself.,fable_0204,The Bird Catcher And The Partridge
0.8580,med-high,Do not overestimate yourself.,fable_0484,The Goat And His Reflection,Don't deceive yourself.,fable_0571,The Jackdaw and The Fox
0.8580,med-high,Better to face a known danger than to trust a deceitful promise of safety.,fable_0582,The Wolf and the Sheep in the Sheepfold,Never trust a known deceiver.,fable_0594,"The Lion, The Fox and the Deer"
0.8578,med-high,It is better to live in self-sufficient poverty than to be tormented by the worries of wealth.,fable_0252,The City Mouse And The Country Mouse,The life of the poor is often safer than the life of the rich.,fable_0631,Capons Fat and Lean
0.8577,med-high,"True worth should be measured by character and deeds, not by outward appearances.",fable_0659,A Lapwing Preferr'd,"People should not be judged by their appearances, but by their actions.",fable_0685,A Wolfe in a Sheeps-Skin
0.8577,med-high,False sympathy often masks selfish intentions.,fable_0293,"The Shepherd, The Dog And The Sick Sheep",People often disguise their selfish desires as practical needs to justify their actions.,fable_0452,The Man And The Old Woman
0.8576,med-high,Trust is not to be given lightly.,fable_0296,The Wolves And The Dogs,"Sometimes, the greatest threats come from those you trust.",fable_0399,The Halcyon And The Sea
0.8576,med-high,"When people plot against their neighbours, they fall victim to the same sort of plot themselves.",fable_0140,The Bird Catcher And The Viper,People who lay traps for others bring about their own destruction.,fable_0317,The Goat And The Donkey
0.8576,med-high,Do not try to gain favor by acting in a way that is contrary to your own nature and character.,fable_0294,The Donkey And The Pet Dog,Be yourself and don't pretend to be someone you're not.,fable_0485,The Lion And The Horse
0.8575,med-high,Do not trust the wicked.,fable_0121,The Abbot And The Flea,There is danger lurking in the words of a wicked person.,fable_0297,The Mother Dog And Her Puppies
0.8575,med-high,You should think twice before offering anything to your enemies.,fable_0168,The Ax And The Trees,Do not give up friends for foes.,fable_0312,"The Wolves, The Sheep And The Dogs"
0.8574,med-high,You should think twice before offering anything to your enemies.,fable_0168,The Ax And The Trees,Don't take your friends for foes.,fable_0194,The Bees And The Beekeeper
0.8572,med-high,An enemy in disguise is much more unforgivable than an open enemy.,fable_0687,A Sheep-Biter Hang'd,A false friend is the worst kind of enemy.,fable_0695,A Fox Praising Hare's Flesh
0.8569,med-high,Believing your enemies makes you fall victim to their tricks and gets you into trouble.,fable_0229,"The Lion, The Bull And His Horns","Sometimes, those you support become your worst enemy.",fable_0465,The Thief And The Lamp
0.8569,med-high,Indulgence in luxuries can lead to peril.,fable_0516,The Mouse In The Pot,A humble life free from danger is more valuable than a life of luxury filled with peril.,fable_0592,The Circus Dogs and the Street Dogs
0.8569,med-high,"In avoiding a lesser danger, one may inadvertently fall into a greater peril.",fable_0281,The Deer And The Lion,Better to face a known danger than to trust a deceitful promise of safety.,fable_0582,The Wolf and the Sheep in the Sheepfold
0.8569,med-high,Do not harm your benefactors.,fable_0282,The Deer And The Vine,Do not believe those who have ill intentions.,fable_0291,"The Fox, The Lamb And The Dog"
0.8568,med-high,People who lay traps for others should be careful not to fall into a trap themselves.,fable_0205,"The Nightingale, The Hawk And The Bird Catcher",Those who scheme against others may ultimately fall victim to their own plots.,fable_0402,The Roosters And The Hawk
0.8567,med-high,Even a high and mighty person should beware of his inferiors; their ingenuity can find a way to take revenge.,fable_0163,The Eagle And The Fox,The weak may find a way to avenge a wrong.,fable_0561,The Eagle and The Beetle
0.8554,med-high,There is danger lurking in the words of a wicked person.,fable_0297,The Mother Dog And Her Puppies,A wicked person deservedly comes to a bad end by keeping company with other wicked people.,fable_0372,The Snake And The Thorn Bush
0.8553,med-high,"You must not act unnaturally, trying to achieve some impossible thing.",fable_0264,The Donkey And The Cricket,Do not try to gain favor by acting in a way that is contrary to your own nature and character.,fable_0294,The Donkey And The Pet Dog
0.8551,med-high,Do not attempt too much at once.,fable_0019,The Boy and the Filberts,Do not attempt the impossible.,fable_0183,The Frog And The Ox
0.8550,med-high,Return favors and favors will be bestowed on you.,fable_0146,The Shepherd And The Lion,Those who do you a favour you must repay kind.,fable_0250,The Eagle And The Farmer
0.8550,med-high,Believing your enemies makes you fall victim to their tricks and gets you into trouble.,fable_0229,"The Lion, The Bull And His Horns",An enemy in disguise is much more unforgivable than an open enemy.,fable_0687,A Sheep-Biter Hang'd
0.8548,med-high,People are asking for trouble if they make fun of someone who is better than they are.,fable_0132,Aesop And The Shipbuilders,People with excellent qualities are often insulted by their inferiors.,fable_0543,The Horse And The Goats
0.8547,med-high,Beware of enterprizes where the risks are not equal.,fable_0397,The Swans And The Geese,Trouble awaits you if you pursue ill-gotten gains.,fable_0536,The Shepherd And The Honeybees
0.8546,med-high,It is better to live in self-sufficient poverty than to be tormented by the worries of wealth.,fable_0252,The City Mouse And The Country Mouse,Wealth is of little value if one is too afraid to use or enjoy it.,fable_0258,The Coward And The Lion Of Gold
